graphicId,category,semanticConfidence,visualCategory,visualConfidence,usage,maps,impact,priority,originalFileNum,sourceTexturePath,cropX,cropY,cropWidth,cropHeight,referencePng
6325,"Dirt",0.910,"Dirt",1.000,376,12,676,615,6215,"Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",160,32,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Dirt/GRH_6325_reference.png"
6324,"Dirt",0.910,"Dirt",1.000,372,12,672,612,6215,"Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",128,32,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Dirt/GRH_6324_reference.png"
1236,"Floor",0.920,"Floor",1.000,563,2,613,564,5133,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5133.png",640,0,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_1236_reference.png"
1239,"Floor",0.920,"Floor",1.000,553,2,603,555,5133,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5133.png",736,0,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_1239_reference.png"
1244,"Floor",0.920,"Floor",1.000,533,2,583,536,5133,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5133.png",640,64,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_1244_reference.png"
1248,"Floor",0.920,"Floor",1.000,528,2,578,532,5133,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5133.png",640,96,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_1248_reference.png"
1237,"Floor",0.920,"Floor",1.000,525,2,575,529,5133,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5133.png",672,0,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_1237_reference.png"
1247,"Floor",0.920,"Floor",1.000,519,2,569,523,5133,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5133.png",736,64,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_1247_reference.png"
1251,"Floor",0.920,"Floor",1.000,515,2,565,520,5133,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5133.png",736,96,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_1251_reference.png"
1238,"Floor",0.920,"Floor",1.000,509,2,559,514,5133,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5133.png",704,0,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_1238_reference.png"
1245,"Floor",0.920,"Floor",1.000,498,2,548,504,5133,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5133.png",672,64,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_1245_reference.png"
1240,"Floor",0.920,"Floor",1.000,495,2,545,501,5133,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5133.png",640,32,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_1240_reference.png"
1249,"Floor",0.920,"Floor",1.000,493,2,543,500,5133,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5133.png",672,96,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_1249_reference.png"
1243,"Floor",0.920,"Floor",1.000,481,2,531,489,5133,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5133.png",736,32,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_1243_reference.png"
1246,"Floor",0.920,"Floor",1.000,479,2,529,487,5133,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5133.png",704,64,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_1246_reference.png"
1250,"Floor",0.920,"Floor",1.000,469,2,519,477,5133,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5133.png",704,96,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_1250_reference.png"
1241,"Floor",0.920,"Floor",1.000,462,2,512,471,5133,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5133.png",672,32,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_1241_reference.png"
1242,"Floor",0.920,"Floor",1.000,442,2,492,453,5133,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5133.png",704,32,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_1242_reference.png"
8986,"Floor",0.920,"Floor",1.000,97,3,172,158,10150,"Assets/AOMigrator/MapVisualV063/Textures/tex_10150.png",320,448,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_8986_reference.png"
8987,"Floor",0.920,"Floor",1.000,73,3,148,136,10150,"Assets/AOMigrator/MapVisualV063/Textures/tex_10150.png",352,448,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_8987_reference.png"
8988,"Floor",0.920,"Floor",1.000,54,3,129,119,10150,"Assets/AOMigrator/MapVisualV063/Textures/tex_10150.png",320,480,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_8988_reference.png"
8989,"Floor",0.920,"Floor",1.000,48,3,123,113,10150,"Assets/AOMigrator/MapVisualV063/Textures/tex_10150.png",352,480,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_8989_reference.png"
6517,"Floor",0.920,"Floor",1.000,14,4,114,105,6215,"Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",416,416,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_6517_reference.png"
6521,"Floor",0.920,"Floor",1.000,12,4,112,103,6215,"Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",416,448,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_6521_reference.png"
6513,"Floor",0.887,"Floor",1.000,14,4,114,101,6215,"Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",416,384,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_6513_reference.png"
6516,"Floor",0.887,"Floor",1.000,14,4,114,101,6215,"Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",384,416,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Floor/GRH_6516_reference.png"
7721,"Water",0.970,"Water",1.000,511,1,536,520,5095,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5095.png",544,288,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_7721_reference.png"
7733,"Water",0.970,"Water",1.000,508,1,533,517,5095,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5095.png",544,384,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_7733_reference.png"
7729,"Water",0.970,"Water",1.000,479,1,504,489,5095,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5095.png",544,352,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_7729_reference.png"
7734,"Water",0.970,"Water",1.000,459,1,484,469,5095,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5095.png",576,384,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_7734_reference.png"
7722,"Water",0.970,"Water",1.000,451,1,476,462,5095,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5095.png",576,288,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_7722_reference.png"
7732,"Water",0.970,"Water",1.000,445,1,470,456,5095,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5095.png",512,384,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_7732_reference.png"
7720,"Water",0.970,"Water",1.000,440,1,465,451,5095,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5095.png",512,288,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_7720_reference.png"
7735,"Water",0.970,"Water",1.000,438,1,463,449,5095,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5095.png",608,384,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_7735_reference.png"
7723,"Water",0.970,"Water",1.000,433,1,458,444,5095,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5095.png",608,288,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_7723_reference.png"
7725,"Water",0.970,"Water",1.000,424,1,449,436,5095,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5095.png",544,320,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_7725_reference.png"
7730,"Water",0.970,"Water",1.000,413,1,438,425,5095,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5095.png",576,352,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_7730_reference.png"
7728,"Water",0.970,"Water",1.000,397,1,422,409,5095,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5095.png",512,352,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_7728_reference.png"
7731,"Water",0.970,"Water",1.000,393,1,418,405,5095,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5095.png",608,352,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_7731_reference.png"
1515,"Water",0.970,"Water",1.000,236,6,386,374,20,"Assets/AOMigrator/MapVisualV063/Textures/tex_20.png",64,64,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_1515_reference.png"
7726,"Water",0.970,"Water",1.000,359,1,384,372,5095,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5095.png",576,320,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_7726_reference.png"
1516,"Water",0.970,"Water",1.000,230,6,380,369,20,"Assets/AOMigrator/MapVisualV063/Textures/tex_20.png",96,64,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_1516_reference.png"
1514,"Water",0.970,"Water",1.000,225,6,375,364,20,"Assets/AOMigrator/MapVisualV063/Textures/tex_20.png",32,64,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_1514_reference.png"
7724,"Water",0.970,"Water",1.000,348,1,373,362,5095,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5095.png",512,320,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_7724_reference.png"
1507,"Water",0.970,"Water",1.000,222,6,372,361,20,"Assets/AOMigrator/MapVisualV063/Textures/tex_20.png",64,0,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_1507_reference.png"
1519,"Water",0.970,"Water",1.000,220,6,370,359,20,"Assets/AOMigrator/MapVisualV063/Textures/tex_20.png",64,96,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_1519_reference.png"
7727,"Water",0.970,"Water",1.000,344,1,369,358,5095,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_5095.png",608,320,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_7727_reference.png"
1520,"Water",0.970,"Water",1.000,217,6,367,356,20,"Assets/AOMigrator/MapVisualV063/Textures/tex_20.png",96,96,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_1520_reference.png"
1518,"Water",0.970,"Water",1.000,211,6,361,350,20,"Assets/AOMigrator/MapVisualV063/Textures/tex_20.png",32,96,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_1518_reference.png"
1508,"Water",0.970,"Water",1.000,210,6,360,349,20,"Assets/AOMigrator/MapVisualV063/Textures/tex_20.png",96,0,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Water/GRH_1508_reference.png"
59613,"Transition",0.880,"Other",0.340,642,15,1017,895,5023,"Assets/AOMigrator/MapVisualV063/Textures/tex_5023.png",32,0,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_59613_reference.png"
17066,"Transition",0.863,"Transition",0.863,163,13,488,421,5041,"Assets/AOMigrator/MapVisualV063/Textures/tex_5041.png",768,1664,256,256,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_17066_reference.png"
17047,"Transition",0.939,"Transition",0.939,108,11,383,360,5041,"Assets/AOMigrator/MapVisualV063/Textures/tex_5041.png",512,1280,256,128,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_17047_reference.png"
17051,"Transition",0.948,"Transition",0.948,49,13,374,355,5041,"Assets/AOMigrator/MapVisualV063/Textures/tex_5041.png",1152,1280,256,128,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_17051_reference.png"
16137,"Transition",0.925,"Transition",0.925,100,10,350,324,5065,"Assets/AOMigrator/MapVisualV063/Textures/tex_5065.png",256,128,128,128,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_16137_reference.png"
2933,"Transition",0.916,"Transition",0.916,70,10,320,293,5065,"Assets/AOMigrator/MapVisualV063/Textures/tex_5065.png",64,768,64,64,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_2933_reference.png"
49558,"Transition",0.887,"Transition",0.887,110,7,285,253,5068,"Assets/AOMigrator/MapVisualV063/Generated/PaddedTextures/tex_5068_padded.asset",384,0,96,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_49558_reference.png"
49582,"Transition",0.960,"Transition",0.964,103,6,253,243,5068,"Assets/AOMigrator/MapVisualV063/Generated/PaddedTextures/tex_5068_padded.asset",0,192,352,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_49582_reference.png"
17031,"Transition",0.881,"Transition",0.881,21,10,271,239,5041,"Assets/AOMigrator/MapVisualV063/Textures/tex_5041.png",1536,896,256,256,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_17031_reference.png"
49557,"Transition",0.860,"Transition",0.860,103,6,253,218,5068,"Assets/AOMigrator/MapVisualV063/Generated/PaddedTextures/tex_5068_padded.asset",384,32,96,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_49557_reference.png"
17046,"Transition",0.956,"Transition",0.956,35,7,210,201,5041,"Assets/AOMigrator/MapVisualV063/Textures/tex_5041.png",384,1280,128,128,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_17046_reference.png"
16136,"Transition",0.891,"Transition",0.891,24,8,224,200,5065,"Assets/AOMigrator/MapVisualV063/Textures/tex_5065.png",128,128,128,128,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_16136_reference.png"
595,"Transition",0.939,"Transition",0.939,87,5,212,199,100,"Assets/AOMigrator/MapVisualV063/Textures/tex_100.png",96,96,32,32,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_595_reference.png"
